Element,Molar_ratio,Enthalpy(kJ/mol),std_enthalpy(kJ/mol),a,Delta(%),Omega,Entropy(J/K*mol),Tm(K),std_Tm (%),X,std_X(%),VEC,std_VEC,Phase(0-1),Density(g/com^3),Price(USD/kg)
Co-Cr-Fe-Mo-Ni-V-,0.27-0.06-0.21-0.07-0.33-0.06-,-5.755366,3.297203,1.3698469,2.2971559,4.3316197,13.213542,1886.7046,16.342487,1.8683575,6.093274,8.46726,1.5856918,0.9193524,8.448048,22.916967
Hf-Nb-Ta-Ti-Zr-,0.10-0.17-0.26-0.29-0.18-,2.1545,1.6054803,1.4633219,4.00303,15.104866,12.9580555,2511.4453,21.442072,1.4779365,7.0787086,4.423912,0.49858862,1.0,9.492072,335.54077
Co-Cr-Cu-Fe-Ni-,0.13-0.24-0.30-0.06-0.27-,4.1312647,4.2367973,1.3651114,1.6896625,5.2141857,12.414999,1735.0935,17.369423,1.8382795,5.5443296,9.090713,1.9199462,0.9221038,8.413688,14.348752
Al-Co-Cr-Cu-Fe-Ni-Sn-,0.45-0.25-0.04-0.10-0.07-0.05-0.03-,-11.679923,6.4811487,1.3134212,4.6623917,1.4391035,12.59382,1334.6718,33.032375,1.7501116,7.807962,6.4671392,3.3840272,0.983422,5.394796,23.793615
Co-Cr-Fe-Mo-Ni-Ti-V-,0.14-0.15-0.20-0.05-0.14-0.13-0.20-,-13.712403,6.9299517,1.3784983,2.1160932,2.2680767,15.637955,1988.8009,13.677684,1.7613972,8.901323,6.922812,2.0390618,0.00015662189,7.1860237,17.677073
Al-Cr-Fe-Mn-Ni-Sn-,0.05-0.14-0.16-0.53-0.09-0.03-,-4.7980795,4.0193243,1.3889804,2.667361,3.8714283,11.4924555,1616.3138,21.13203,1.6582019,8.415272,7.2866735,1.8168746,0.023594603,7.2673154,5.0076647
Al-Co-Cr-Cu-Fe-Ni-,0.21-0.12-0.13-0.16-0.20-0.17-,-5.999725,6.555968,1.3455791,4.016458,3.8933842,14.756943,1582.9314,25.514248,1.792068,6.7994967,7.6315603,2.8166425,0.09544785,6.771297,13.462765
Al-Cr-Cu-Fe-Ni-Ti-,0.05-0.36-0.05-0.16-0.30-0.08-,-10.327312,6.7878866,1.3752677,2.6748426,2.2929356,12.704732,1863.8613,16.705948,1.7616315,7.4584985,7.4569907,2.3118455,0.17985441,7.2194877,7.120963
Hf-Nb-Ti-V-Zr-,0.06-0.36-0.21-0.25-0.12-,0.24900238,1.5016965,1.4326894,4.7178216,115.28852,12.23316,2346.6733,13.917186,1.543598,7.1597085,4.60611,0.49031878,0.9999734,7.281023,225.78864
Co-Cu-Fe-Mn-Ni-,0.18-0.45-0.15-0.01-0.19-,6.637281,3.16388,1.3583527,1.382114,2.6417668,11.117747,1577.1316,12.906445,1.8825786,2.5424392,9.920618,1.1716977,0.99601305,8.725732,15.942908
Al-Co-Cr-Cu-Fe-Mn-Ni-Ti-,0.12-0.12-0.17-0.16-0.17-0.03-0.13-0.11-,-10.211837,8.398021,1.3613365,3.5264497,2.7589836,16.749,1682.1473,22.19018,1.7601405,7.9694138,7.4084253,2.6933014,0.06922175,6.7760453,12.923512
Mo-Nb-Ti-V-,0.30-0.33-0.23-0.14-,-3.2866192,1.9194796,1.4240527,2.5700102,8.580475,11.176437,2523.2322,15.557678,1.7571318,15.031592,5.0638714,0.72768915,0.9999411,7.731627,25.427608
Co-Fe-Mo-Ni-,0.27-0.35-0.03-0.34-,-1.9355357,0.9103734,1.3708961,2.0339956,9.328624,9.994626,1806.5583,11.287821,1.8818351,3.2653756,8.890665,0.9895762,0.98488045,8.573183,20.958792
Mo-Nb-Ti-V-W-,0.28-0.34-0.13-0.09-0.15-,-5.0251775,2.3294492,1.4194708,2.9853327,6.861304,12.396654,2781.3362,18.192858,1.8707879,17.336004,5.3066864,0.6907521,0.999948,9.851093,27.059559
Al-Co-Cr-Cu-Fe-Ni-,0.19-0.33-0.12-0.16-0.06-0.13-,-6.855498,6.587989,1.3379164,4.332516,3.270947,14.071604,1593.5615,24.188757,1.8089832,6.6910625,7.901877,2.751617,0.23454134,7.0605054,29.004557
Al-Co-Cr-Cu-Fe-Li-Ni-,0.19-0.19-0.18-0.04-0.20-0.05-0.16-,-6.872449,7.2982655,1.3551,4.214177,3.5568526,15.156489,1612.7932,29.405325,1.7429357,11.786418,6.999972,2.8053844,0.050056685,6.2765546,18.686628
Al-Co-Fe-Mo-Ni-V-,0.13-0.23-0.24-0.11-0.22-0.06-,-11.230042,5.3726892,1.3597988,3.9254446,2.3356113,14.389095,1822.8395,28.013008,1.8567814,8.287809,7.608649,2.2788026,0.0014561076,7.685934,21.50987
Al-Cr-Fe-Mo-Ni-,0.20-0.36-0.22-0.07-0.16-,-10.472937,4.30904,1.3652523,4.5427437,2.164461,12.420095,1825.1276,28.968344,1.7599301,8.652464,6.4849186,2.2415128,0.12352764,6.651139,7.201332
Co-Cr-Cu-Fe-Mn-Ni-Sn-V-,0.26-0.04-0.04-0.15-0.14-0.23-0.02-0.12-,-5.875533,4.3815575,1.3684276,1.9043605,4.5768304,15.312098,1756.2135,15.450176,1.7955472,7.602052,8.366682,1.8601307,0.54011124,8.013426,22.721884
Al-Co-Cr-Cu-Fe-Ni-Si-Ti-V-,0.14-0.03-0.07-0.26-0.10-0.16-0.01-0.14-0.10-,-13.045073,9.659215,1.3479095,4.030182,2.0536335,16.439213,1629.6277,24.324581,1.7599938,8.447541,7.374539,3.127645,0.4051741,6.4188614,9.389202
Al-Cr-Cu-Fe-Ni-Ti-,0.10-0.24-0.14-0.19-0.18-0.16-,-10.983751,8.581302,1.3697104,3.294989,2.3353128,14.607831,1755.9412,21.011766,1.7472775,8.021976,7.200663,2.6820977,0.016235601,6.672336,5.9995
Cu-Mn-Ni-Sn-Zn-,0.51-0.10-0.27-0.09-0.03-,2.5331812,2.7302625,1.3638922,2.274337,5.6334214,10.378465,1375.009,25.150085,1.8670707,6.0811944,10.652838,1.5900311,0.0018789099,8.424879,9.110242
Mo-Nb-Ti-V-Zr-,0.21-0.20-0.19-0.23-0.17-,-2.8273277,2.060246,1.4349221,4.561366,11.2770605,13.350832,2388.161,15.635726,1.6660079,16.440483,4.845329,0.7429022,0.9998969,7.1679707,23.836882
Mo-Nb-Ti-W-,0.37-0.41-0.12-0.10-,-5.58701,2.0838964,1.4340646,2.2619386,5.079178,10.112589,2806.147,14.754751,1.8796226,16.664972,5.3593717,0.6812147,0.9999653,9.677305,27.47926
Al-Mo-Nb-Ti-V-,0.07-0.29-0.26-0.18-0.20-,-6.7802997,4.3977427,1.407347,4.1238904,4.5038714,12.665265,2411.1294,22.576336,1.7580664,14.670178,4.976715,0.85939157,0.99988973,7.4248304,24.442562
Cr-Cu-Fe-Mn-Ni-,0.21-0.21-0.14-0.08-0.36-,1.547421,4.270348,1.3717356,1.8126054,14.074173,12.500407,1742.2379,15.811504,1.8138267,6.909833,8.828114,1.8799732,0.66764235,8.263601,6.9041357
Al-Co-Cr-Fe-Mn-Ni-V-,0.11-0.23-0.14-0.11-0.16-0.19-0.05-,-11.406233,5.492421,1.3602887,3.3106942,2.3411393,15.568394,1715.2428,19.878193,1.7522038,8.084926,7.463332,2.1479578,0.024691377,7.223266,20.235722
Al-Co-Cr-Cu-Fe-,0.24-0.29-0.18-0.07-0.22-,-8.858049,5.741849,1.34607,4.331734,2.328474,12.702741,1623.7231,26.793003,1.7654955,6.650225,6.9278812,2.547111,0.17621765,6.448934,23.505323
Cr-Fe-Mn-Ni-Sn-V-,0.11-0.07-0.62-0.17-0.01-0.01-,-4.3779726,2.781035,1.3905463,1.724921,3.6108525,9.681306,1632.8591,16.003424,1.6484082,8.832661,7.50984,1.5089121,0.20161761,7.613341,5.227497
Mo-Nb-Ti-V-Zr-,0.30-0.17-0.27-0.16-0.10-,-3.2987223,1.9775052,1.4304229,3.7878594,9.396052,12.818471,2417.9917,16.838923,1.7272521,16.926725,4.922722,0.8163624,0.9999045,7.2647967,21.324913
Al-C-Co-Cr-Cu-Fe-Ni-,0.15-0.04-0.25-0.16-0.02-0.14-0.25-,-16.608437,9.664415,1.3233165,10.343857,1.5544736,14.519527,1778.1138,30.933002,1.8336326,10.225191,7.581475,2.5012448,0.01649477,7.0057974,22.268816
Hf-Mo-Nb-Ti-Zr-,0.08-0.04-0.31-0.28-0.29-,1.5936253,1.7589029,1.4719744,4.260389,17.542454,11.998049,2330.0552,15.12728,1.5059524,12.112715,4.3984256,0.57042825,0.9999999,7.3202376,253.63301
Mo-Nb-Ta-Ti-V-W-,0.07-0.23-0.24-0.09-0.16-0.21-,-4.5208216,2.385711,1.4082029,3.332221,9.170413,14.186705,2922.2988,20.0476,1.7737571,19.20115,5.185367,0.5832372,0.99996436,12.212634,102.43707
Al-Co-Cr-Cu-Fe-Mn-Ni-,0.19-0.23-0.21-0.03-0.08-0.05-0.21-,-11.969373,6.0167055,1.3487508,3.8829248,2.0481653,14.668621,1671.2717,24.330881,1.7674364,7.511351,7.311983,2.5332036,0.6001804,6.832499,20.831938
Hf-Mo-Nb-Ti-V-Zr-,0.07-0.08-0.21-0.17-0.23-0.24-,-1.413064,1.9694108,1.4497025,5.2621007,23.350372,14.163924,2329.5486,13.979573,1.55763,14.228394,4.6042814,0.6390149,0.9997744,7.388816,242.64037
Al-Cr-Nb-Ti-V-,0.28-0.11-0.14-0.20-0.28-,-17.237206,7.3845496,1.3510664,5.19522,1.3875146,12.842719,1862.2903,33.478683,1.6053877,2.30346,4.346189,0.9991339,0.016089803,5.216089,19.97825
Al-Cr-Cu-Fe-Ni-Ti-,0.19-0.20-0.08-0.18-0.30-0.07-,-13.733158,7.9230356,1.3530836,4.0274835,1.6943539,13.965413,1666.1754,24.733967,1.7655642,7.682097,7.234394,2.7999191,0.43121064,6.52677,6.3748665
Co-Cr-Fe-Mo-Ni-V-,0.25-0.07-0.16-0.12-0.26-0.14-,-8.168703,4.0949006,1.3734757,2.5556042,3.4335964,14.133368,1984.5253,19.016523,1.8650886,7.88544,7.995328,1.8124546,0.1853006,8.388494,23.30553
Al-Cr-Cu-Fe-Mn-Ni-Ti-,0.16-0.11-0.21-0.09-0.05-0.36-0.02-,-7.682971,7.30228,1.3474061,3.5530043,2.8639894,13.967973,1575.314,23.184568,1.7990615,7.6669903,8.174639,2.8567178,0.096298344,7.0951853,6.962105
Al-Cr-Fe-Ni-Ti-V-,0.30-0.33-0.20-0.07-0.10-0.01-,-16.215212,6.0957675,1.3508824,5.0070434,1.2941505,12.504772,1678.1531,30.560122,1.682925,6.354907,5.5464954,2.1785429,0.0025961932,5.4246197,5.428174
Al-Co-Cr-Fe-Mo-Ni-V-,0.10-0.23-0.12-0.14-0.07-0.30-0.03-,-10.310107,5.099801,1.3598844,3.557371,2.5867734,14.645898,1820.9814,24.006418,1.8406857,7.732819,7.8321943,2.251456,0.02346576,7.7053857,21.614166
Hf-Nb-Ta-Ti-V-W-Zr-,0.36-0.06-0.31-0.04-0.07-0.07-0.08-,-0.071333595,2.235269,1.4768724,4.9151993,522.02155,13.407932,2777.2478,18.351,1.4960246,18.189491,4.5936813,0.62734175,1.0,13.056423,692.50336
Al-Co-Cr-Cu-Fe-Ni-,0.21-0.15-0.22-0.09-0.21-0.12-,-7.6611724,6.073787,1.3504059,4.166298,3.1262076,14.526146,1648.7795,26.072227,1.7705624,6.7953377,7.185688,2.6269505,0.10252771,6.6363697,15.37057
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.12-0.16-0.04-0.25-0.13-0.13-0.16-,-12.236868,9.443197,1.3544599,3.3292797,2.0359073,15.470431,1610.3705,21.012806,1.7849731,8.172005,7.831196,2.953926,0.11101096,6.7964234,15.510893
Al-Au-Co-Cr-Cu-Fe-Ni-Sn-Ti-,0.17-0.02-0.23-0.06-0.28-0.02-0.11-0.05-0.05-,-6.457243,7.758183,1.3451877,3.7193303,3.5501244,15.622827,1467.3408,28.448734,1.8320744,9.339721,8.534355,3.2013786,0.021904632,7.3710213,2915.3713
Al-Cr-Cu-Fe-Ni-Ti-,0.17-0.22-0.17-0.21-0.17-0.07-,-7.5117006,7.6687984,1.3582805,3.9297805,3.2033494,14.456726,1664.457,25.068977,1.7617463,7.4490533,7.3006544,2.7928388,0.027532656,6.628964,5.8421164
Co-Cr-Cu-Fe-Mn-Ni-,0.30-0.04-0.17-0.24-0.05-0.20-,2.7187238,3.387461,1.3663764,1.7242795,8.308187,13.268111,1702.4028,10.920659,1.8530515,4.5919766,9.091758,1.2798584,0.9958983,8.494319,22.157887
Al-Cu-Fe-Mn-Ni-Sn-,0.10-0.26-0.09-0.40-0.10-0.05-,-2.6051216,5.548182,1.3695707,3.5486062,6.987075,12.853009,1416.1798,21.642511,1.7275327,9.8023615,8.358465,2.6988962,0.02203972,7.335042,6.309773
Al-Co-Cr-Cu-Fe-Ti-,0.27-0.39-0.07-0.07-0.18-0.01-,-11.317159,6.3953547,1.3363948,4.207044,1.6661196,12.14908,1552.03,26.151213,1.7806829,6.859993,7.0879736,2.7207162,0.5747354,6.38198,30.01084
Mo-Nb-Ti-V-Zr-,0.38-0.23-0.16-0.05-0.18-,-4.0159216,2.357579,1.4547408,3.5201364,7.635228,12.081825,2537.9004,15.405639,1.757837,18.714325,5.0432653,0.848256,0.9999944,7.902405,23.49851
Al-Co-Cr-Cu-Fe-Ni-,0.08-0.20-0.14-0.19-0.11-0.28-,-1.8579557,5.517377,1.3545138,2.760893,12.849078,14.247667,1675.5728,19.191114,1.8342292,5.753996,8.651073,2.2697637,0.89968973,7.8518643,18.624004
Al-Cr-Mo-Nb-Ta-Ti-Zr-,0.17-0.06-0.11-0.28-0.05-0.24-0.08-,-14.277111,8.470811,1.408407,5.85752,2.272257,14.78286,2194.5188,31.955341,1.6273916,12.698624,4.503227,0.97487915,0.0013025911,6.8951297,50.286163
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.16-0.05-0.10-0.18-0.12-0.22-0.16-,-15.036337,9.769454,1.3539388,3.706097,1.6882449,15.573458,1630.0181,23.225323,1.7645566,8.448249,7.416373,3.021084,0.41697627,6.4852066,9.303521
Cu-Fe-Mn-Ni-Sn-Zn-,0.33-0.02-0.28-0.20-0.05-0.12-,-0.26607412,3.5195394,1.370323,2.1297102,65.51365,12.7361765,1368.6539,25.919476,1.7748108,9.202935,9.855946,2.0519893,0.00010309752,8.100503,6.962863
Cr-Mo-Nb-Ti-V-,0.04-0.03-0.43-0.36-0.14-,-0.7330406,1.7081772,1.4158952,2.5123606,33.016296,10.24647,2362.0085,15.994268,1.6010618,6.416563,4.7069416,0.58248824,0.99998116,6.7786064,29.154066
Al-Co-Cr-Cu-Fe-Ni-Sn-,0.22-0.29-0.17-0.03-0.23-0.02-0.04-,-8.8277445,5.656009,1.3514788,4.4355683,2.476367,13.614472,1605.698,29.25433,1.7740417,6.7397976,7.1696463,2.7380188,0.55153036,6.5538697,23.741678
Al-Co-Cr-Fe-Li-Ni-,0.15-0.26-0.04-0.24-0.06-0.24-,-6.803897,6.845215,1.3555777,3.8848786,3.1402895,13.514945,1580.9315,27.036201,1.7706164,12.864585,7.500325,2.8079777,0.6640103,6.5164785,23.560812
Al-Cr-Cu-Fe-Ni-Ti-,0.20-0.17-0.21-0.19-0.13-0.10-,-8.8858595,8.325805,1.3530318,4.1235676,2.6464474,14.657623,1604.3499,26.345385,1.7548289,7.8605027,7.185011,2.9986494,0.056172226,6.3561697,5.640177
Al-Co-Cr-Cu-Fe-Mn-Ni-Ti-,0.08-0.19-0.16-0.12-0.11-0.05-0.21-0.08-,-9.74567,7.930847,1.3619034,2.9972224,2.9058473,16.493036,1717.0536,19.042679,1.7835659,7.7601924,7.8786936,2.469432,0.14739558,7.2797084,17.414354
Al-Co-Cr-Cu-Fe-Mn-Ni-,0.22-0.08-0.07-0.21-0.16-0.04-0.22-,-5.855427,6.7918286,1.3417943,3.9391801,3.8790693,14.974862,1516.782,24.61867,1.7960777,7.2562747,7.8891115,2.9368646,0.13722731,6.806816,10.858301
Al-Nb-Ta-Ti-W-Zr-,0.04-0.36-0.23-0.25-0.02-0.09-,-2.748689,5.156266,1.4350668,3.954187,11.780201,12.657182,2558.2388,24.344301,1.5564959,9.167459,4.6022186,0.6112735,1.0,9.166031,116.57118
Co-Cu-Fe-Ni-Sn-Zn-,0.29-0.34-0.06-0.22-0.06-0.03-,4.670002,2.7934856,1.3592105,1.9447814,4.0261583,12.444243,1510.9131,23.479895,1.8891723,2.5319972,10.246603,1.3905064,0.037486233,8.559051,22.80416
Al-Hf-Nb-Ti-Zr-,0.15-0.11-0.23-0.21-0.30-,-14.672028,11.331493,1.4519876,7.0863023,1.8491509,12.93199,2097.9595,26.996569,1.4727762,8.854077,4.080433,0.60838103,0.53227377,6.963362,365.64413
Al-Co-Cr-Fe-Ni-Ti-,0.12-0.21-0.17-0.12-0.21-0.16-,-20.860027,9.172451,1.3608012,3.4783893,1.2424309,14.695382,1763.6248,19.561632,1.7539012,8.207207,7.027245,2.5381448,0.018996922,6.575584,19.355934
Al-Co-Cr-Fe-Mo-Ni-,0.10-0.23-0.01-0.21-0.19-0.27-,-8.876171,4.5480456,1.3695501,4.06703,2.8662848,13.393264,1899.5841,28.832775,1.9009956,8.030847,7.8371778,2.1553028,0.7475013,8.146821,20.594385
Al-Cr-Cu-Fe-Ni-Ti-,0.03-0.37-0.18-0.10-0.19-0.14-,-6.241501,7.7819123,1.3773062,2.3614147,3.9181783,13.266013,1843.4557,18.052074,1.7488084,7.915715,7.479194,2.5462723,0.039916772,7.1339664,7.2524915
Al-Co-Cr-Cu-Fe-Mn-Ni-Ti-,0.16-0.01-0.11-0.24-0.16-0.02-0.13-0.17-,-11.62754,9.114209,1.3571374,3.8130338,2.1675763,15.6683035,1608.5708,24.047798,1.7493505,8.542862,7.288695,3.041943,0.12864715,6.3913484,6.471957
Al-Nb-Ta-Ti-V-Zr-,0.19-0.21-0.01-0.30-0.08-0.20-,-17.187418,10.692147,1.4085765,6.940736,1.5332346,13.232197,1991.5317,30.321539,1.530182,6.919355,4.1109543,0.6956462,0.028126478,5.7933774,31.480392
Al-Co-Cu-Fe-Mg-Zn-,0.50-0.21-0.15-0.03-0.03-0.06-,-8.413325,5.729922,1.3064191,4.8253107,1.6417273,11.572136,1193.5898,31.666977,1.7113903,8.814513,6.197278,3.6242719,0.9481041,4.835503,20.70508
Al-Co-Cr-Fe-Mo-Ni-,0.20-0.26-0.11-0.17-0.06-0.20-,-12.491299,5.7402062,1.3498788,4.2807364,1.9491023,14.215447,1712.7014,28.315786,1.8163542,8.051687,7.3091083,2.5145998,0.1700205,7.0059624,22.358013
Al-Co-Cr-Cu-Fe-Mn-Ni-Ti-V-,0.02-0.18-0.05-0.12-0.06-0.10-0.13-0.14-0.20-,-12.266624,8.103739,1.3655902,2.1500533,2.51765,17.141191,1801.687,16.354286,1.7366855,8.738587,7.3387356,2.477499,0.0003046766,7.032436,19.675884
Hf-Nb-Ti-V-Zr-,0.14-0.25-0.24-0.07-0.30-,1.668494,1.4972463,1.4750013,4.8114443,17.312855,12.566291,2298.722,13.631417,1.4652115,8.926288,4.3226633,0.46942863,0.99999917,7.6187143,412.7961
Al-Cr-Fe-Nb-Ni-Ti-,0.37-0.18-0.04-0.09-0.05-0.27-,-24.707691,8.353619,1.3465664,5.665573,0.8587063,12.696077,1671.1183,36.6731,1.623398,5.564703,4.551786,1.8407542,9.078057e-05,4.8566628,12.783665
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.25-0.07-0.11-0.15-0.22-0.18-0.03-,-9.605374,7.5277395,1.3432795,4.2918215,2.422371,14.960668,1555.2632,26.606417,1.7760861,7.3227882,7.2896404,2.9517446,0.4939691,6.381781,9.74135
Al-Cr-Mo-Nb-Ti-V-,0.22-0.15-0.08-0.28-0.15-0.12-,-14.444588,6.68551,1.3782986,5.51239,2.0570831,14.262952,2083.2795,33.207924,1.6511142,9.341363,4.636307,1.0672172,0.0004985102,6.277443,24.495653
Al-Co-Cr-Cu-Fe-Ni-V-,0.21-0.09-0.19-0.01-0.25-0.18-0.06-,-12.637725,5.7228107,1.3510048,4.2249203,1.9651965,14.66001,1694.106,25.857119,1.7596147,6.9523387,6.8671975,2.5063608,0.2399609,6.465866,12.555879
Cr-Cu-Fe-Ni-Sn-Zn-,0.16-0.43-0.20-0.17-0.04-0.02-,8.480778,4.3682327,1.3712436,2.0627687,2.2849255,12.148348,1595.1095,23.97738,1.8486989,4.98469,9.590752,2.0473773,0.49842498,8.299536,7.3620825
Cr-Cu-Fe-Ni-,0.30-0.28-0.17-0.26-,4.908722,4.6752653,1.373112,1.8247309,4.096951,11.353188,1771.3788,17.694088,1.8199518,5.887378,8.765467,2.0384862,0.7231441,8.218915,7.18583
Al-Co-Cr-Cu-Fe-Mn-Ni-Ti-V-,0.09-0.09-0.10-0.14-0.11-0.11-0.12-0.08-0.17-,-9.970473,7.5224314,1.3610715,3.0689733,3.147817,18.03901,1739.8528,21.466492,1.7294335,8.304253,7.154683,2.559403,0.0017186633,6.818206,14.002499
Al-Co-Fe-Mo-Ni-,0.10-0.22-0.24-0.21-0.22-,-8.530545,4.3332553,1.3733206,4.133343,2.9535487,13.0851755,1925.49,29.316917,1.9066986,8.17071,7.724458,2.1038458,0.9546449,8.1820755,20.170107
Co-Fe-Ni-V-,0.29-0.14-0.21-0.36-,-13.081888,4.888326,1.357095,1.2953854,1.6215521,11.079917,1914.5414,10.57269,1.7895448,6.79954,7.634693,2.0575407,0.07464143,7.608297,28.308222
Mo-Nb-Ta-Ti-V-W-,0.12-0.34-0.06-0.18-0.19-0.11-,-3.502435,2.1737585,1.4102951,3.1357355,10.4628315,13.807792,2653.9636,20.329943,1.7433403,16.675728,5.057086,0.6400872,0.99997556,9.290254,52.3907
Al-Co-Cr-Fe-Ni-Ti-,0.06-0.27-0.11-0.17-0.23-0.15-,-18.116863,8.84226,1.3652946,2.8136513,1.3899698,14.111373,1784.5101,14.498419,1.7860076,7.7662015,7.602246,2.343522,0.0037386683,7.096385,22.269585
Al-Co-Cr-Fe-Ni-,0.15-0.32-0.19-0.08-0.25-,-11.587178,5.387914,1.3485441,3.51208,1.8800596,12.715935,1713.172,21.677921,1.7986265,6.6983404,7.6507754,2.4126759,0.17272274,7.159371,26.49962
Al-Hf-Nb-Ti-Zr-,0.31-0.05-0.11-0.29-0.24-,-28.026093,12.687047,1.402441,8.364268,0.7706354,12.074837,1788.6698,34.721737,1.5058781,7.9082637,3.7986503,0.6159138,0.00023930096,5.518791,207.18892
Al-Co-Cr-Fe-Mn-Ni-,0.15-0.25-0.23-0.18-0.04-0.17-,-10.585672,5.0880356,1.3574704,3.685554,2.298843,14.046758,1732.4136,21.722065,1.7748513,6.9344735,7.3642216,2.259233,0.14211603,7.055572,20.98451
Al-Co-Cr-Cu-Fe-Mn-Ni-Sn-,0.14-0.16-0.14-0.18-0.14-0.05-0.16-0.03-,-3.4602962,6.21087,1.3552175,3.7090118,7.5165625,16.441036,1581.9882,26.1341,1.7975173,7.2033286,8.154351,2.7700448,0.0010583095,7.2163754,15.923825
Al-Cu-Fe-Ni-Ti-,0.33-0.16-0.07-0.24-0.19-,-23.77559,10.018956,1.3299626,4.499231,0.7649234,12.523912,1452.1423,27.95282,1.7312169,9.144983,6.5300875,3.4174435,0.9277765,5.4049225,5.9674025
Al-Co-Cr-Cu-Fe-Mn-Ni-,0.15-0.15-0.17-0.06-0.16-0.12-0.18-,-8.980513,5.9754806,1.3573835,3.7777312,2.9192133,15.813517,1657.824,22.767841,1.759488,7.7538176,7.450017,2.4004395,0.037020307,6.995691,14.960465
Hf-Nb-Ti-V-,0.02-0.40-0.31-0.26-,0.034149267,1.0848998,1.4103992,3.2019117,663.6713,9.675451,2342.48,15.094612,1.5824664,3.4655347,4.663719,0.4744315,0.99998224,6.846119,106.22807
Al-Co-Cr-Fe-Ni-V-,0.06-0.30-0.24-0.10-0.28-0.02-,-8.282468,4.221658,1.3602859,2.7391915,2.8072677,12.833595,1811.737,16.315165,1.8091764,6.2779717,8.00999,2.0418482,0.46356842,7.7380114,24.943483
Co-Cr-Fe-Mo-Ni-,0.29-0.15-0.24-0.02-0.29-,-3.3381698,1.5698872,1.3719983,1.982978,6.650123,11.957306,1856.5413,11.968374,1.849725,5.19921,8.52256,1.3787234,0.95194274,8.400396,22.797731
Al-Co-Cr-Fe-Mo-Ni-V-,0.15-0.18-0.23-0.08-0.05-0.28-0.03-,-12.585423,5.4664,1.35525,3.8411205,2.0700316,14.483909,1798.701,25.393263,1.7979089,8.181328,7.3364854,2.451177,0.09855225,7.1751165,19.398367
Cr-Cu-Hf-Ni-Ti-,0.34-0.08-0.05-0.22-0.30-,-16.647552,9.246659,1.39254,3.1521733,1.3956426,11.889856,1954.1052,14.02878,1.6811993,10.261802,6.6143584,2.59986,0.0006670181,7.113595,231.31773
Al-Co-Cr-Cu-Fe-Mn-Ni-,0.05-0.19-0.14-0.07-0.08-0.22-0.24-,-5.3291607,4.690016,1.3675742,2.6432514,4.8035293,15.115498,1693.5448,16.722086,1.7666835,8.462309,8.146009,1.9557369,0.4506344,7.8086576,17.0306
Al-Co-Fe-Li-Mo-Ni-,0.02-0.31-0.26-0.01-0.02-0.39-,-1.9638045,2.9673104,1.3647488,2.2189445,9.488925,10.626147,1753.635,13.845438,1.8671092,6.467933,8.866573,1.4945706,0.98852843,8.289273,23.66012
Co-Cr-Cu-Fe-Mn-Ni-,0.03-0.17-0.20-0.18-0.19-0.22-,2.1164916,4.166836,1.3771753,1.8156158,11.410984,14.138802,1708.1547,15.729798,1.7799315,7.974153,8.538395,1.8224015,0.7426793,8.133126,7.811491
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.19-0.02-0.18-0.17-0.19-0.12-0.13-,-11.662826,8.649211,1.3554225,4.1545043,2.1431975,15.27221,1636.681,26.019949,1.7414172,7.9794536,6.909928,2.9114113,0.15704136,6.2133155,6.7813463
Al-Cr-Cu-Mn-Ni-Ti-,0.21-0.04-0.13-0.24-0.30-0.06-,-15.962025,7.9945965,1.3464308,4.1165276,1.2620113,13.626162,1478.3513,23.958965,1.7260058,9.567549,7.431975,3.0077703,0.8119162,6.479411,6.5306168
Al-Cr-Hf-Nb-Ti-V-Zr-,0.11-0.05-0.06-0.31-0.23-0.08-0.16-,-10.385688,8.562325,1.4278135,6.0952673,3.065577,14.624369,2177.0596,24.70219,1.531846,7.562703,4.382355,0.74392146,0.3507473,6.8056235,225.169
Al-Co-Cr-Cu-Fe-Ni-,0.17-0.32-0.08-0.21-0.19-0.02-,-2.9363298,6.2395144,1.346081,3.652176,7.0895333,13.215849,1575.1693,23.228613,1.8106923,6.132399,7.964128,2.6428492,0.10597196,7.1202273,24.642962
Al-Co-Cr-Fe-Mo-Ni-,0.13-0.17-0.09-0.19-0.14-0.29-,-10.328228,5.045603,1.3641659,4.1442256,2.563114,14.363916,1842.9807,28.510765,1.8612391,8.51365,7.6184244,2.3258898,0.00064926926,7.6948614,17.514181
Co-Cr-Cu-Fe-Mn-Ni-Sn-,0.21-0.04-0.18-0.23-0.09-0.23-0.02-,2.3977647,3.6342444,1.3696971,1.9217166,9.9967375,14.394455,1665.2129,14.891327,1.8418062,5.7937098,9.152987,1.5227871,0.9552216,8.392214,17.777058
Al-Co-Cr-Cu-Fe-Mn-Ni-Sn-Ti-,0.08-0.19-0.13-0.18-0.09-0.12-0.10-0.01-0.10-,-8.250792,7.870961,1.3646655,3.1526594,3.4507048,17.259094,1649.6255,21.547894,1.7573562,8.577093,7.783912,2.6312354,0.026575133,7.114363,16.913319
